longitude,latitude,timestamp
-122.805781,49.194098,1706804880
-122.804013,49.191632,1706805046
-122.813065,49.191583,1706805175
-122.824345,49.191605,1706805327
-122.834607,49.191566,1706805482
-122.842718,49.191674,1706805598
-122.847763,49.189406,1706805720
-122.845722,49.182376,1706805882
-122.846016,49.176019,1706806004
-122.84599,49.161766,1706806277
-122.845901,49.147239,1706806556
-122.845817,49.140079,1706806693
-122.842328,49.133426,1706806860
